"EntrezID" "Symbol" "A_1_L01_FlowCellA" "A_2_L01_FlowCellA" "A_3_L01_FlowCellA" "A_4_L01_FlowCellA" "A_5_L01_FlowCellA" "B_1_L01_FlowCellA" "B_2_L01_FlowCellA" "B_3_L01_FlowCellA" "B_4_L01_FlowCellA" "B_5_L01_FlowCellB"
"423" "183" "AGT" 911 726 921 1046 792 1314 1274 1298 1013 757
"424" "23287" "AGTPBP1" 113 117 114 162 168 359 341 385 286 253
"425" "185" "AGTR1" 4 1 3 2 5 3 1 4 0 1
"426" "186" "AGTR2" 0 0 0 0 0 2 2 3 0 2
"427" "57085" "AGTRAP" 163 130 180 189 160 49 38 35 36 18
"428" "189" "AGXT" 40 52 65 70 52 0 0 0 0 0
"429" "64902" "AGXT2" 0 0 0 0 0 0 0 0 0 0
"430" "64850" "AGXT2L1" 2 3 1 2 4 259 279 299 261 196
"431" "85007" "AGXT2L2" 247 184 251 255 227 148 154 147 97 89
"432" "25909" "AHCTF1" 360 256 409 460 388 186 180 198 173 145
"433" "285116" "AHCTF1P1" 81 74 100 121 93 45 52 66 39 33
"434" "191" "AHCY" 1324 1026 1276 1476 1209 264 214 272 199 144
"435" "10768" "AHCYL1" 903 727 925 1030 946 2193 2239 2442 1676 1498
"436" "23382" "AHCYL2" 132 119 152 185 151 354 366 398 302 249
"437" "27245" "AHDC1" 208 145 199 222 197 588 531 573 422 282
"438" "54806" "AHI1" 127 109 148 190 174 330 333 344 297 253
"439" "79026" "AHNAK" 2780 2314 2885 3230 2865 1190 1174 1293 894 803
"440" "113146" "AHNAK2" 250 216 248 298 264 334 311 366 277 219
"441" "196" "AHR" 283 246 339 386 378 77 63 90 72 63
"442" "10598" "AHSA1" 555 449 559 713 567 585 537 588 427 362
"443" "130872" "AHSA2" 516 428 523 607 500 218 262 255 183 161
"444" "197" "AHSG" 4373 3508 4290 4878 3906 2 3 1 4 4
"445" "51327" "AHSP" 0 1 1 0 1 0 0 0 0 0
"446" "57379" "AICDA" 0 0 0 0 0 0 0 0 0 0
"447" "64853" "AIDA" 83 59 98 84 77 62 67 66 46 43
"448" "199" "AIF1" 39 43 49 48 57 30 34 48 26 26
"449" "83543" "AIF1L" 242 201 273 313 293 694 706 744 524 418
"450" "9131" "AIFM1" 269 228 292 326 250 104 103 100 91 75
"452" "51390" "AIG1" 181 168 188 244 236 253 282 316 255 201
"453" "202" "AIM1" 108 91 131 149 152 17 10 18 8 6
"454" "55057" "AIM1L" 11 14 22 15 10 0 0 0 0 0
"455" "9447" "AIM2" 5 2 3 10 9 4 3 3 2 1
"456" "9255" "AIMP1" 311 235 335 369 331 155 160 160 136 134
"457" "7965" "AIMP2" 119 88 90 139 76 27 20 25 16 22
"458" "9049" "AIP" 319 259 301 354 270 324 293 281 227 156
"459" "23746" "AIPL1" 0 0 0 1 2 2 2 0 3 1
"460" "326" "AIRE" 2 0 1 0 1 8 6 5 7 9
"461" "55966" "AJAP1" 95 95 102 128 104 74 57 74 50 34
"462" "204" "AK2" 827 683 850 1000 876 249 225 248 199 171
"463" "266920" "AK2P1" 253 213 257 321 292 48 41 51 36 22
"464" "50808" "AK3" 293 284 311 400 400 288 291 368 266 253
"467" "205" "AK4" 411 378 501 538 430 281 318 340 265 200
"468" "26289" "AK5" 10 17 13 14 11 972 995 1106 823 637
"469" "122481" "AK7" 14 9 16 20 17 9 11 19 16 11
"470" "8165" "AKAP1" 432 334 422 488 405 399 407 449 330 272
"471" "11216" "AKAP10" 158 120 142 149 147 186 177 228 152 148
"472" "11215" "AKAP11" 270 225 306 368 351 1343 1332 1528 1159 1076
"473" "9590" "AKAP12" 462 337 466 524 472 1496 1488 1577 1274 1034
"474" "11214" "AKAP13" 124 111 132 151 136 85 100 93 81 58
"475" "10566" "AKAP3" 7 6 3 13 8 9 8 14 11 9
"476" "8852" "AKAP4" 0 0 0 0 0 0 0 0 0 0
"477" "9495" "AKAP5" 16 27 25 28 25 125 137 147 126 101
"478" "9472" "AKAP6" 25 32 27 35 37 1013 1063 1147 867 697
"479" "9465" "AKAP7" 35 24 47 38 40 89 77 91 62 49
"480" "10270" "AKAP8" 194 191 218 233 223 145 155 168 120 108
"481" "26993" "AKAP8L" 432 317 394 462 357 539 513 520 427 348
"482" "10142" "AKAP9" 304 269 398 433 388 402 484 475 348 345
"483" "221264" "AKD1" 20 13 21 23 22 77 58 73 63 53
"484" "79647" "AKIRIN1" 108 85 110 141 101 81 93 93 69 50
"486" "80709" "AKNA" 251 190 218 249 217 85 91 77 74 48
"487" "10327" "AKR1A1" 415 341 437 512 424 206 170 179 161 114
"488" "231" "AKR1B1" 482 391 496 512 412 369 319 349 285 226
"489" "57016" "AKR1B10" 41 22 31 44 32 3 1 0 0 0
"490" "441282" "AKR1B15" 1 1 2 3 1 1 0 0 0 0
"491" "729347" "AKR1B1P3" 17 13 21 30 16 12 12 15 10 5
"492" "126242" "AKR1B1P7" 13 7 10 15 10 4 5 8 7 3
"493" "1646" "AKR1C2" 94 93 99 102 98 19 28 16 10 21
"494" "1109" "AKR1C4" 0 0 1 0 0 0 0 0 1 0
"495" "340811" "AKR1CL1" 0 0 0 2 0 0 0 0 0 0
"496" "6718" "AKR1D1" 14 9 12 18 10 0 0 0 0 0
"498" "8574" "AKR7A2" 274 222 251 307 216 160 130 164 112 85
"499" "22977" "AKR7A3" 10 5 14 4 5 10 13 21 12 5
"500" "246181" "AKR7L" 7 7 7 10 6 11 8 17 10 9
"501" "207" "AKT1" 758 653 765 878 708 467 422 467 323 268
"503" "208" "AKT2" 765 627 745 828 626 756 745 801 545 428
"504" "10000" "AKT3" 135 161 143 231 199 772 762 809 691 572
"505" "64400" "AKTIP" 27 26 26 29 22 101 121 139 82 76
"506" "210" "ALAD" 211 158 185 239 200 543 550 545 490 325
"507" "211" "ALAS1" 257 210 240 264 229 384 374 387 308 274
"508" "212" "ALAS2" 150 138 140 164 152 2 2 4 1 2
"509" "213" "ALB" 5876 5082 6780 7494 6516 8 5 4 3 4
"510" "214" "ALCAM" 265 251 317 374 349 526 500 609 445 421
"511" "126133" "ALDH16A1" 240 176 220 253 190 77 65 65 62 33
"512" "5832" "ALDH18A1" 632 524 652 748 642 133 135 161 123 97
"513" "216" "ALDH1A1" 142 114 163 178 174 515 536 612 469 401
"514" "8854" "ALDH1A2" 506 405 477 554 571 20 15 22 14 16
"515" "220" "ALDH1A3" 32 14 35 44 40 80 70 74 62 41
"516" "219" "ALDH1B1" 264 211 246 302 255 52 49 41 30 37
"517" "10840" "ALDH1L1" 37 27 36 32 34 387 373 421 310 232
"518" "160428" "ALDH1L2" 35 33 40 72 36 66 69 81 57 44
"519" "217" "ALDH2" 152 109 166 152 163 1088 1080 1165 890 685
"520" "218" "ALDH3A1" 19 11 20 35 15 5 3 1 3 1
"521" "224" "ALDH3A2" 248 210 302 311 274 352 352 397 316 253
"522" "221" "ALDH3B1" 220 150 191 237 158 23 12 32 13 13
"523" "222" "ALDH3B2" 14 10 14 12 12 0 0 0 0 0
"524" "8659" "ALDH4A1" 229 179 241 288 216 300 258 266 226 161
"525" "7915" "ALDH5A1" 134 127 185 183 167 444 424 492 403 358
"526" "4329" "ALDH6A1" 101 93 107 143 116 554 582 619 450 353
"527" "501" "ALDH7A1" 142 101 132 138 120 158 160 149 133 128
"528" "223" "ALDH9A1" 336 295 381 397 334 282 289 296 223 205
"529" "226" "ALDOA" 13158 10534 12369 14049 11207 6361 5985 6298 4594 3366
"530" "228" "ALDOAP2" 189 131 153 195 186 73 65 77 61 44
"531" "229" "ALDOB" 1 2 3 3 3 13 13 21 11 12
"532" "230" "ALDOC" 518 381 499 581 488 4465 4133 4589 3471 2548
"533" "84920" "ALG10" 26 19 22 42 43 9 13 9 7 11
"534" "144245" "ALG10B" 75 62 107 128 118 51 54 68 56 55
"536" "79087" "ALG12" 54 44 62 47 50 31 39 42 27 18
"537" "79868" "ALG13" 166 139 174 201 206 119 130 134 95 77
"538" "199857" "ALG14" 35 28 24 37 25 28 33 19 21 23
"539" "200810" "ALG1L" 1 4 4 5 5 4 2 1 3 2
"540" "644974" "ALG1L2" 1 0 2 0 0 0 0 1 0 0
"541" "85365" "ALG2" 175 161 160 207 174 101 94 125 103 78
"542" "10195" "ALG3" 338 249 330 405 329 59 65 51 44 32
"543" "29880" "ALG5" 106 100 101 142 122 61 56 70 40 27
"544" "29929" "ALG6" 81 75 102 90 126 35 26 40 27 27
"545" "79053" "ALG8" 278 236 253 362 321 70 60 88 66 38
"546" "238" "ALK" 18 14 19 8 17 14 26 30 14 13
"547" "8846" "ALKBH1" 60 49 62 70 61 30 27 39 35 19
"548" "121642" "ALKBH2" 79 78 91 97 95 48 33 53 41 22
"549" "221120" "ALKBH3" 82 70 84 86 80 58 69 68 68 42
"550" "54784" "ALKBH4" 64 54 48 71 52 74 85 75 50 40
"551" "54890" "ALKBH5" 640 533 670 765 656 713 665 670 535 402
"553" "84266" "ALKBH7" 150 131 139 144 116 180 142 164 120 77
"554" "91801" "ALKBH8" 46 35 49 63 68 38 34 36 25 29
"555" "55821" "ALLC" 0 1 0 0 0 1 1 1 0 1
"556" "7840" "ALMS1" 186 134 180 188 204 120 105 114 98 78
"557" "200420" "ALMS1P" 1 1 9 0 3 2 4 4 1 0
"558" "239" "ALOX12" 15 15 15 15 13 9 10 18 8 5
"559" "242" "ALOX12B" 2 3 1 4 2 4 7 7 3 5
"560" "245" "ALOX12P2" 11 8 9 12 12 6 7 7 4 10
"561" "246" "ALOX15" 4 4 4 7 9 1 3 2 0 2
"562" "247" "ALOX15B" 0 1 2 0 0 11 7 10 3 8
"564" "240" "ALOX5" 15 11 11 15 6 92 111 106 79 51
"565" "241" "ALOX5AP" 10 4 6 8 7 40 34 46 39 22
"566" "59344" "ALOXE3" 7 4 3 3 2 14 13 19 16 15
"567" "248" "ALPI" 13 10 7 14 10 0 0 0 0 0
"568" "80216" "ALPK1" 44 33 56 72 58 21 27 36 22 20
"569" "115701" "ALPK2" 53 44 61 72 66 0 0 0 0 1
"570" "57538" "ALPK3" 48 30 53 50 34 29 35 41 35 26
"571" "249" "ALPL" 59 40 51 66 51 140 120 127 98 73
"572" "250" "ALPP" 8 3 7 10 6 0 0 0 1 0
"573" "251" "ALPPL2" 3 5 0 4 2 0 0 0 0 0
"574" "57679" "ALS2" 122 129 165 223 166 772 778 888 683 581
"575" "259173" "ALS2CL" 45 50 57 62 53 148 128 132 121 88
"576" "151254" "ALS2CR11" 7 4 7 7 11 2 6 4 2 1
"578" "79800" "ALS2CR8" 28 30 35 26 38 84 69 117 62 81
"579" "8092" "ALX1" 33 37 37 49 31 1 0 0 0 0
"580" "257" "ALX3" 0 1 0 0 0 1 0 0 0 0
"581" "60529" "ALX4" 20 10 17 16 9 7 4 10 3 2
"585" "258" "AMBN" 3 8 4 5 3 1 0 1 0 0
"586" "259" "AMBP" 1095 798 1102 1179 950 1 1 4 1 1
"587" "55626" "AMBRA1" 207 153 198 238 202 217 237 236 184 136
"588" "262" "AMD1" 454 388 516 640 569 627 639 774 529 492
"590" "144193" "AMDHD1" 18 10 16 20 16 9 5 5 2 2
"591" "51005" "AMDHD2" 91 57 76 92 60 33 40 34 32 32
"592" "265" "AMELX" 0 0 0 0 0 0 1 0 0 1
"593" "266" "AMELY" 0 0 0 0 0 0 0 0 0 0
"594" "267" "AMFR" 471 369 426 489 451 647 603 631 512 398
"595" "268" "AMH" 259 193 203 236 152 65 42 60 34 25
"596" "269" "AMHR2" 10 13 13 17 12 0 0 0 0 0
"597" "120425" "AMICA1" 3 4 4 5 3 37 39 33 32 21
"598" "57463" "AMIGO1" 22 17 26 28 29 428 433 507 382 276
"599" "347902" "AMIGO2" 122 107 149 146 136 28 18 27 16 32
"600" "9949" "AMMECR1" 120 130 128 194 166 26 23 27 21 16
"601" "83607" "AMMECR1L" 196 190 190 281 233 94 113 131 93 86
"602" "81693" "AMN" 50 30 39 38 25 6 6 6 2 2
"603" "196394" "AMN1" 13 17 16 25 24 88 86 87 88 61
"604" "154796" "AMOT" 125 88 120 140 117 210 217 218 201 154
"605" "154810" "AMOTL1" 358 307 389 411 369 176 183 186 150 119
"606" "51421" "AMOTL2" 166 147 156 173 134 227 206 200 166 116
"608" "271" "AMPD2" 446 328 413 472 391 573 518 587 437 328
"609" "272" "AMPD3" 53 50 57 68 51 130 133 149 109 73
"610" "273" "AMPH" 10 4 7 19 3 825 800 961 641 589
"611" "401138" "AMTN" 1 0 0 0 3 0 0 0 0 0
"612" "276" "AMY1A" 0 0 0 0 1 0 0 1 1 2
"613" "277" "AMY1B" 0 0 1 0 0 3 1 2 1 3
"614" "278" "AMY1C" 0 0 0 0 0 0 0 0 0 0
"615" "279" "AMY2A" 0 0 0 0 0 2 6 3 5 3
"616" "281" "AMYP1" 0 0 0 0 0 0 0 0 0 0
"617" "155185" "AMZ1" 10 5 6 8 11 22 26 30 30 21
"618" "51321" "AMZ2" 504 432 531 633 554 784 756 820 635 516
"619" "201283" "AMZ2P1" 47 45 67 70 60 128 148 166 108 96
"620" "64682" "ANAPC1" 261 240 281 357 288 105 104 103 97 70
"621" "10393" "ANAPC10" 39 26 50 52 37 36 22 26 19 25
"622" "729198" "ANAPC10P1" 9 7 10 10 14 4 9 7 4 7
"624" "25847" "ANAPC13" 173 139 210 240 200 182 182 199 159 162
"625" "119504" "ANAPC16" 300 227 350 404 355 223 236 260 205 150
"626" "29882" "ANAPC2" 373 282 368 379 299 377 340 381 286 223
"627" "29945" "ANAPC4" 143 113 150 185 177 129 127 146 100 82
"628" "51433" "ANAPC5" 771 704 837 964 828 685 697 750 591 477
"630" "23357" "ANGEL1" 156 143 161 197 190 230 221 227 199 166
"631" "90806" "ANGEL2" 149 109 158 179 162 171 204 204 160 151
"632" "284" "ANGPT1" 54 44 53 73 67 30 38 43 20 30
"633" "285" "ANGPT2" 5 0 1 0 0 40 32 43 49 31
"634" "51378" "ANGPT4" 0 0 0 0 0 1 1 0 0 0
"635" "9068" "ANGPTL1" 1 3 9 2 7 10 6 7 2 0
"636" "23452" "ANGPTL2" 159 100 128 138 119 192 190 238 169 116
"637" "27329" "ANGPTL3" 0 1 2 2 1 0 0 0 0 2
"638" "51129" "ANGPTL4" 96 69 88 102 92 227 243 238 151 135
"639" "253935" "ANGPTL5" 0 2 1 2 0 0 1 1 0 0
"640" "83854" "ANGPTL6" 5 4 3 8 5 2 6 2 1 1
"641" "10218" "ANGPTL7" 0 0 0 0 1 15 12 18 5 8
"646" "286" "ANK1" 161 144 155 189 177 812 816 831 632 463
"647" "287" "ANK2" 69 53 76 81 73 3644 3651 3966 3129 2438
"648" "288" "ANK3" 76 77 94 95 96 1968 1993 2232 1663 1490
"649" "150709" "ANKAR" 22 18 23 32 20 59 43 42 31 34
"650" "728780" "ANKDD1B" 0 1 3 4 3 3 9 14 10 5
"651" "162282" "ANKFN1" 1 2 3 3 3 1 2 4 2 2
"652" "51479" "ANKFY1" 255 197 236 289 248 289 286 313 226 191
"653" "56172" "ANKH" 406 347 417 484 390 1044 1043 1079 872 670
"654" "404734" "ANKHD1-EIF4EBP3" 524 432 508 586 569 355 346 374 267 255
"655" "54467" "ANKIB1" 362 305 363 485 435 403 372 477 369 285
"656" "255239" "ANKK1" 1 2 0 1 1 2 4 3 5 6
"657" "23141" "ANKLE2" 466 408 465 479 450 276 268 326 216 203
"658" "51281" "ANKMY1" 62 55 79 92 59 61 46 62 50 23
"659" "57037" "ANKMY2" 134 120 141 143 129 195 208 204 181 134
"660" "57763" "ANKRA2" 49 55 80 90 85 64 63 88 67 62
"661" "27063" "ANKRD1" 73 45 57 86 74 1 2 3 2 5
"662" "55608" "ANKRD10" 884 723 1009 1105 1051 666 649 745 583 446
"663" "29123" "ANKRD11" 823 666 804 927 727 755 790 756 585 478
"664" "23253" "ANKRD12" 212 154 216 243 243 405 427 488 385 367
"665" "88455" "ANKRD13A" 197 189 198 262 200 165 150 138 117 101
"666" "124930" "ANKRD13B" 147 111 144 173 112 369 337 356 240 170
"667" "81573" "ANKRD13C" 114 106 169 185 168 209 186 242 187 162
"668" "338692" "ANKRD13D" 245 186 215 261 203 338 327 300 250 159
"670" "26057" "ANKRD17" 781 627 787 914 820 676 650 696 568 477
"671" "441459" "ANKRD18B" 7 4 10 10 6 5 7 12 5 12
"673" "26287" "ANKRD2" 0 0 0 0 1 18 23 16 13 9
"674" "84210" "ANKRD20A1" 3 1 2 2 2 3 1 6 2 1
"675" "441430" "ANKRD20A2" 0 0 1 2 0 2 1 3 7 5
"676" "441425" "ANKRD20A3" 2 1 2 1 1 1 2 2 2 2
"677" "728747" "ANKRD20A4" 1 0 0 0 3 1 4 4 2 2
"680" "118932" "ANKRD22" 2 0 1 1 1 1 4 5 1 1
"681" "170961" "ANKRD24" 11 13 16 16 8 263 278 255 191 128
"682" "22852" "ANKRD26" 88 62 91 105 113 102 106 109 73 77
"683" "124149" "ANKRD26P1" 0 0 0 1 0 1 2 0 1 0
"684" "84079" "ANKRD27" 120 94 114 135 124 83 100 101 86 58
"685" "23243" "ANKRD28" 470 379 520 549 547 404 395 471 320 315
"686" "147463" "ANKRD29" 34 22 33 49 31 87 89 131 80 54
"687" "91074" "ANKRD30A" 1 0 0 2 1 0 0 0 0 0
"688" "374860" "ANKRD30B" 17 16 20 24 30 11 8 15 15 8
"689" "554226" "ANKRD30BL" 128 64 38 34 27 35 50 31 19 12
"690" "642460" "ANKRD30BP1" 0 0 0 2 0 0 0 0 0 0
"691" "149992" "ANKRD30BP2" 2 1 3 0 0 0 1 0 1 0
"692" "256006" "ANKRD31" 2 1 1 2 5 2 1 5 3 3
"693" "84250" "ANKRD32" 248 184 232 277 269 120 101 109 103 93
"694" "341405" "ANKRD33" 3 2 0 2 0 0 0 0 0 0
"695" "651746" "ANKRD33B" 59 48 43 74 44 193 182 198 156 109
"696" "284615" "ANKRD34A" 26 14 27 25 31 216 182 197 165 139
"697" "340120" "ANKRD34B" 3 2 3 6 2 13 8 14 2 3
"698" "390616" "ANKRD34C" 0 0 1 0 0 55 63 76 58 37
"700" "375248" "ANKRD36" 114 89 137 155 144 125 117 136 120 100
"701" "57730" "ANKRD36B" 27 25 26 36 26 21 33 27 21 19
"702" "84832" "ANKRD36BP1" 0 0 0 0 0 0 0 0 0 0
"703" "353322" "ANKRD37" 10 6 7 12 8 26 16 20 11 11
"705" "91369" "ANKRD40" 280 271 326 345 349 814 750 797 623 559
"708" "91526" "ANKRD44" 64 47 69 81 62 75 106 108 84 71
"709" "339416" "ANKRD45" 0 2 1 6 2 20 18 24 11 19
"711" "54851" "ANKRD49" 56 63 83 88 93 55 50 70 43 47
"713" "57182" "ANKRD50" 169 142 194 223 187 100 105 103 91 82
"714" "283373" "ANKRD52" 571 487 550 661 562 494 492 476 374 270
"715" "79998" "ANKRD53" 0 3 2 3 3 10 11 12 6 7
"716" "129138" "ANKRD54" 162 135 143 199 147 145 141 148 121 98
"717" "79722" "ANKRD55" 0 1 0 2 0 4 2 13 7 6
"720" "100131984" "ANKRD57P1" 6 9 7 11 3 0 1 2 1 2
"722" "22881" "ANKRD6" 22 32 28 41 35 143 144 174 128 83
"723" "342850" "ANKRD62" 0 0 0 0 0 0 0 0 1 0
"724" "122416" "ANKRD9" 363 341 334 386 232 389 410 396 298 175
"725" "23294" "ANKS1A" 247 210 249 279 240 427 389 395 308 224
"726" "56899" "ANKS1B" 5 4 3 2 7 742 631 725 624 495
"727" "257629" "ANKS4B" 24 18 16 12 14 3 1 0 0 1
"728" "203286" "ANKS6" 263 231 259 302 232 288 289 300 219 189
"729" "55139" "ANKZF1" 488 425 498 565 441 331 287 350 248 201
"730" "54443" "ANLN" 772 652 941 1020 931 694 697 782 658 559
"731" "55107" "ANO1" 9 3 7 6 5 24 14 11 12 8
"732" "55129" "ANO10" 150 134 121 161 147 111 132 154 135 101
"733" "57101" "ANO2" 7 5 7 10 6 6 13 10 4 7
"734" "63982" "ANO3" 1 2 2 0 1 145 155 166 137 115
"735" "121601" "ANO4" 14 11 11 15 15 88 85 100 77 48
"736" "203859" "ANO5" 20 18 20 26 42 139 138 182 113 89
"737" "196527" "ANO6" 404 329 485 520 508 150 124 125 94 74
"738" "50636" "ANO7" 28 24 30 27 29 17 12 11 5 11
"739" "57719" "ANO8" 190 155 187 220 160 402 364 373 302 191
"740" "338440" "ANO9" 111 76 125 134 110 1 0 0 1 1
"741" "8125" "ANP32A" 661 578 780 835 758 461 447 491 324 318
"742" "10541" "ANP32B" 1024 887 1080 1276 1071 229 203 224 176 132
"743" "646791" "ANP32BP1" 218 181 277 371 325 51 54 55 54 35
"744" "23520" "ANP32C" 56 54 49 48 69 34 25 14 23 24
"745" "23519" "ANP32D" 2 1 0 1 5 1 1 1 3 1
"746" "81611" "ANP32E" 569 496 684 713 772 409 374 432 327 333
"747" "290" "ANPEP" 330 269 338 358 308 11 16 12 14 7
"748" "84168" "ANTXR1" 307 279 347 412 327 236 265 289 190 193
"749" "118429" "ANTXR2" 232 181 228 301 237 25 15 18 22 16
"750" "195977" "ANTXRL" 0 0 0 0 0 2 0 1 0 0
"752" "301" "ANXA1" 616 546 638 730 703 66 76 77 65 57
"753" "11199" "ANXA10" 2 0 0 0 0 0 1 0 0 1
"754" "311" "ANXA11" 756 626 739 901 673 592 586 635 509 336
"755" "312" "ANXA13" 1 1 1 1 1 0 2 2 2 0
"756" "302" "ANXA2" 869 694 798 867 773 52 35 43 24 32
"757" "303" "ANXA2P1" 3 1 3 0 0 1 4 0 2 1
"758" "304" "ANXA2P2" 1889 1640 2147 2474 2089 85 94 96 76 50
"759" "305" "ANXA2P3" 15 13 15 23 16 1 1 1 2 2
"760" "306" "ANXA3" 63 52 77 76 76 36 42 65 37 43
"761" "307" "ANXA4" 278 266 355 311 305 75 60 73 70 45
"762" "308" "ANXA5" 1745 1418 1968 2051 1914 360 384 424 325 270
"763" "309" "ANXA6" 613 521 583 747 614 1358 1296 1305 1047 800
"764" "310" "ANXA7" 352 318 439 446 413 426 491 525 397 334
"765" "244" "ANXA8L2" 3 6 9 6 8 1 0 0 0 0
"766" "8416" "ANXA9" 11 16 15 24 23 0 3 1 0 2
"767" "313" "AOAH" 3 3 2 1 3 17 11 20 12 5
"768" "314" "AOC2" 19 10 22 18 19 14 11 26 13 10
"769" "8639" "AOC3" 63 46 44 58 49 20 28 21 19 12
"770" "316" "AOX1" 65 33 67 75 63 15 8 15 11 12
"771" "344454" "AOX2P" 0 1 0 3 0 1 0 0 3 3
"772" "55435" "AP1AR" 101 89 108 127 116 109 118 123 119 96
"773" "162" "AP1B1" 572 469 545 640 503 792 799 802 582 443
"774" "164" "AP1G1" 476 481 546 660 576 540 550 594 435 385
"775" "8907" "AP1M1" 411 317 441 534 409 434 419 431 326 243
"776" "10053" "AP1M2" 74 70 69 107 81 0 1 0 1 1
"777" "1174" "AP1S1" 302 250 329 358 289 275 314 310 245 160
"778" "8905" "AP1S2" 146 111 183 169 191 82 66 100 70 48
"779" "160" "AP2A1" 799 651 739 964 674 1292 1214 1204 948 668
"780" "161" "AP2A2" 382 302 360 380 307 1247 1170 1171 877 657
"782" "1173" "AP2M1" 1747 1465 1850 2104 1644 2827 2707 2898 2085 1670
"783" "1175" "AP2S1" 346 320 347 393 356 286 270 313 233 169
"784" "8546" "AP3B1" 331 255 338 395 348 97 81 136 87 90
"785" "8120" "AP3B2" 16 17 6 24 13 822 772 824 636 492
"787" "26985" "AP3M1" 370 292 374 435 398 177 155 198 149 123
"788" "10947" "AP3M2" 148 134 187 240 148 438 429 455 349 279
"789" "1176" "AP3S1" 197 173 229 255 225 277 256 298 263 210
"790" "10717" "AP4B1" 120 69 111 134 119 116 128 128 104 94
"791" "23431" "AP4E1" 88 84 116 113 125 57 58 83 53 43
"792" "9179" "AP4M1" 82 66 75 84 71 50 55 62 33 28
"793" "11154" "AP4S1" 15 20 15 16 11 55 52 74 49 42
"794" "317" "APAF1" 72 55 81 71 72 68 59 82 60 51
"795" "320" "APBA1" 16 10 7 10 15 885 837 936 708 520
"796" "321" "APBA2" 114 86 109 115 97 1258 1261 1271 937 734
"797" "9546" "APBA3" 115 102 103 103 109 85 86 66 58 49
"798" "322" "APBB1" 105 128 121 135 103 2537 2356 2491 1896 1402
"799" "54518" "APBB1IP" 89 77 85 100 100 45 39 48 31 18
"800" "323" "APBB2" 111 107 122 149 134 466 394 485 342 278
"802" "10297" "APC2" 25 30 39 40 26 2088 1874 1874 1347 893
"804" "147495" "APCDD1" 19 19 34 25 36 215 188 199 190 101
"805" "164284" "APCDD1L" 80 57 65 98 59 1 2 4 3 1
"806" "325" "APCS" 0 0 0 0 0 0 0 0 0 0
"807" "327" "APEH" 602 495 610 693 522 296 287 281 243 137
"808" "328" "APEX1" 412 275 359 409 398 125 140 157 116 93
"809" "27301" "APEX2" 217 216 240 301 222 30 40 49 31 28
"810" "51107" "APH1A" 657 538 779 795 661 274 278 305 217 162
"811" "83464" "APH1B" 38 37 54 64 47 165 144 178 143 103
"812" "8539" "API5" 564 463 587 690 576 497 478 548 425 359
"814" "51074" "APIP" 80 60 91 100 112 56 55 56 54 46
"817" "8862" "APLN" 33 11 30 33 23 131 116 135 63 71
"818" "187" "APLNR" 12 8 7 12 8 399 370 458 305 265
"819" "333" "APLP1" 95 85 108 106 77 4766 4499 4723 3399 2687
"821" "335" "APOA1" 704 582 714 784 643 1 1 1 0 2
"822" "128240" "APOA1BP" 302 262 289 351 282 182 199 156 133 94
"823" "336" "APOA2" 1151 1010 1195 1342 1227 1 1 0 1 0
"824" "337" "APOA4" 2 5 4 8 5 0 0 0 0 0
"825" "116519" "APOA5" 35 33 26 28 20 0 0 0 0 0
"826" "338" "APOB" 6031 5453 6831 8034 6739 6 6 8 4 4
"828" "339" "APOBEC1" 0 0 0 0 0 0 0 0 0 0
"829" "10930" "APOBEC2" 0 0 0 0 0 0 0 2 0 0
"832" "200316" "APOBEC3F" 31 39 40 52 38 4 3 8 6 2
"833" "60489" "APOBEC3G" 44 38 49 69 51 9 12 7 9 7
"834" "164668" "APOBEC3H" 1 0 2 4 2 0 1 1 1 1
"835" "403314" "APOBEC4" 0 0 0 0 0 0 0 0 0 0
"836" "341" "APOC1" 176 173 184 212 216 31 29 37 35 21
"837" "342" "APOC1P1" 7 3 2 4 2 0 1 1 0 0
"838" "344" "APOC2" 98 98 123 125 129 43 35 34 30 22
"839" "345" "APOC3" 94 75 105 90 81 0 0 0 0 0
"840" "346" "APOC4" 1 1 1 5 2 0 0 0 0 1
"841" "347" "APOD" 34 17 35 27 26 1432 1418 1453 1059 902
"842" "348" "APOE" 617 480 598 707 544 1211 1110 1106 851 657
"843" "319" "APOF" 5 2 8 7 8 0 0 0 0 0
"844" "350" "APOH" 644 525 648 791 754 0 0 0 0 0
"845" "8542" "APOL1" 192 154 192 215 207 42 46 50 40 40
"846" "23780" "APOL2" 173 162 187 211 205 344 353 400 313 217
"847" "80833" "APOL3" 40 34 28 40 35 30 31 35 25 18
"848" "80832" "APOL4" 8 4 9 12 8 9 7 5 10 9
"849" "80831" "APOL5" 0 0 0 0 0 0 0 2 0 0
"850" "80830" "APOL6" 149 122 144 163 178 70 65 89 59 56
"852" "55937" "APOM" 146 131 151 184 124 10 8 8 4 2
"853" "79135" "APOO" 61 60 67 56 54 100 78 108 73 73
"854" "139322" "APOOL" 122 102 119 147 153 109 129 131 109 89
"855" "351" "APP" 2544 2185 2860 3123 2779 8487 8314 9022 6946 5706
"856" "10513" "APPBP2" 330 275 402 474 423 477 449 489 383 288
"857" "26060" "APPL1" 193 159 274 275 246 323 331 386 288 309
"858" "55198" "APPL2" 196 168 234 282 242 241 215 254 201 156
"859" "353" "APRT" 643 469 636 642 516 103 102 100 68 57
